name
Нефть
Газ
СПГ
Бензин
Дизель
Нафта
Мазут
Нефтяной кокс
Золото
Медь
Алюминий
Никель
Палладий
Платина
Цинк
Свинец
Серебро
Кобальт
ЖРС
Сталь
Уголь
Коксующийся уголь
Уран
Титан
Чугун
Арматура
Метанол
Этилен
Этан
Полиэтилен
Полипропилен
Карбамид
Моноаммонийфосфат
Хлорид калия
Аммиачная селитра
Аммиак
Диаммонийфосфат
Моноаммонийфосфат
Апатитовый концетрат
Нефелиновый концентрат
Хлорид калия
NPK-удобрения
